steve-jobs,page = 2,id = 41," People think focus means saying yes to the thing you've got to focus on. But that's not what it means at all. It means saying no to the hundred other good ideas that there are. You have to pick carefully. I'm actually as proud of the things we haven't done as the things I have done. Innovation is saying no to 1,000 things."
steve-jobs,page = 2,id = 42," As individuals, people are inherently good. I have a somewhat more pessimistic view of people in groups. And I remain extremely concerned when I see what's happening in our country, which is in many ways the luckiest place in the world. We don't seem to be excited about making our country a better place for our kids."
steve-jobs,page = 2,id = 43," But innovation comes from people meeting up in the hallways or calling each other at 10:30 at night with a new idea, or because they realized something that shoots holes in how we've been thinking about a problem."
steve-jobs,page = 2,id = 44," Creativity is just connecting things. When you ask creative people how they did something, they feel a little guilty because they didn't really do it, they just saw something. It seemed obvious to them after a while. That's because they were able to connect experiences they've had and synthesize new things."
steve-jobs,page = 2,id = 45," Design is a funny word. Some people think design means how it looks. But of course, if you dig deeper, it's really how it works."
steve-jobs,page = 2,id = 46," Innovation has nothing to do with how many R&D dollars you have. When Apple came up with the Mac, IBM was spending at least 100 times more on R&D. It's not about money. It's about the people you have, how you're led, and how much you get it."
steve-jobs,page = 2,id = 47, It's not a faith in technology. It's faith in people.
steve-jobs,page = 2,id = 48," It's not about charisma and personality, it's about results and products and those very bedrock things that are why people at Apple and outside of Apple are getting more excited about the company and what Apple stands for and what its potential is to contribute to the industry."
steve-jobs,page = 2,id = 49," It's not the tools that you have faith in - tools are just tools. They work, or they don't work. It's people you have faith in or not. Yeah, sure, I'm still optimistic I mean, I get pessimistic sometimes but not for long."
steve-jobs,page = 3,id = 50," Japan's very interesting. Some people think it copies things. I don't think that anymore. I think what they do is reinvent things. They will get something that's already been invented and study it until they thoroughly understand it. In some cases, they understand it better than the original inventor."
steve-jobs,page = 3,id = 51," Most people have no concept of how an automatic transmission works, yet they know how to drive a car. You don't have to study physics to understand the laws of motion to drive a car. You don't have to understand any of this stuff to use Macintosh."
steve-jobs,page = 3,id = 52," No one wants to die. Even people who want to go to heaven don't want to die to get there. And yet death is the destination we all share. No one has ever escaped it. And that is as it should be, because Death is very likely the single best invention of Life. It is Life's change agent. It clears out the old to make way for the new."
steve-jobs,page = 3,id = 53," Older people sit down and ask, 'What is it?' but the boy asks, 'What can I do with it?'."
steve-jobs,page = 3,id = 54," So when these people sell out, even though they get fabulously rich, they're gypping themselves out of one of the potentially most rewarding experiences of their unfolding lives. Without it, they may never know their values or how to keep their newfound wealth in perspective."
steve-jobs,page = 3,id = 55," Technology is nothing. What's important is that you have a faith in people, that they're basically good and smart, and if you give them tools, they'll do wonderful things with them."
steve-jobs,page = 3,id = 56," The manual for WordStar, the most popular word-processing program, is 400 pages thick. To write a novel, you have to read a novel - one that reads like a mystery to most people. They're not going to learn slash q-z any more than they're going to learn Morse code. That is what Macintosh is all about."
steve-jobs,page = 3,id = 57, The most compelling reason for most people to buy a computer for the home will be to link it to a nationwide communications network. We're just in the beginning stages of what will be a truly remarkable breakthrough for most people - as remarkable as the telephone.
steve-jobs,page = 3,id = 58," The over-all point is that new technology will not necessarily replace old technology, but it will date it. By definition. Eventually, it will replace it. But it's like people who had black-and-white TVs when color came out. They eventually decided whether or not the new technology was worth the investment."
steve-jobs,page = 3,id = 59," The people who are doing the work are the moving force behind the Macintosh. My job is to create a space for them, to clear out the rest of the organization and keep it at bay."
steve-jobs,page = 3,id = 60," These technologies can make life easier, can let us touch people we might not otherwise. You may have a child with a birth defect and be able to get in touch with other parents and support groups, get medical information, the latest experimental drugs. These things can profoundly influence life. I'm not downplaying that."
steve-jobs,page = 3,id = 61, We hire people who want to make the best things in the world.
steve-jobs,page = 3,id = 62," We think the Mac will sell zillions, but we didn't build the Mac for anybody else. We built it for ourselves. We were the group of people who were going to judge whether it was great or not. We weren't going to go out and do market research. We just wanted to build the best thing we could build."
steve-jobs,page = 3,id = 63," When you're young, you look at television and think, there's a conspiracy. The networks have conspired to dumb us down. But when you get a little older, you realize that's not true. The networks are in business to give people exactly what they want."
steve-jobs,page = 3,id = 64," With our technology, with objects, literally three people in a garage can blow away what 200 people at Microsoft can do. Literally can blow it away. Corporate America has a need that is so huge and can save them so much money, or make them so much money, or cost them so much money if they miss it, that they are going to fuel the object revolution."
steve-jobs,page = 3,id = 65," It is hard to think that a  billion company with 4,300-plus people couldn't compete with six people in blue jeans."
steve-jobs,page = 3,id = 66," Unfortunately, people are not rebelling against Microsoft. They don't know any better."
steve-jobs,page = 3,id = 67," It's really hard to design products by focus groups. A lot of times, people don't know what they want until you show it to them."
steve-jobs,page = 3,id = 68, Innovation has nothing to do with how many R
steve-jobs,page = 3,id = 69, No one wants to die. Even people who wanna go to heaven don't wanna die to get there.
steve-jobs,page = 3,id = 70, My favorite things in life don't cost any money. It's really clear that the most precious resource we all have is time.
steve-jobs,page = 3,id = 71," Again, you can't connect the dots looking forward; you can only connect them looking backwards. So you have to trust that the dots will somehow connect in your future. You have to trust in something - your gut, destiny, life, karma, whatever. This approach has never let me down, and it has made all the difference in my life."
steve-jobs,page = 3,id = 72," Bottom line is, I didn't return to Apple to make a fortune. I've been very lucky in my life and already have one. When I was 25, my net worth was 00 million or so. I decided then that I wasn't going to let it ruin my life. There's no way you could ever spend it all, and I don't view wealth as something that validates my intelligence."
steve-jobs,page = 3,id = 73," For the past 33 years, I have looked in the mirror every morning and asked myself: 'If today were the last day of my life, would I want to do what I am about to do today?' And whenever the answer has been 'No' for too many days in a row, I know I need to change something."
steve-jobs,page = 3,id = 74," I didn't see it then, but it turned out that getting fired from Apple was the best thing that could have ever happened to me. The heaviness of being successful was replaced by the lightness of being a beginner again, less sure about everything. It freed me to enter one of the most creative periods of my life."
steve-jobs,page = 4,id = 75," I don't think I've ever worked so hard on something, but working on Macintosh was the neatest experience of my life. Almost everyone who worked on it will say that. None of us wanted to release it at the end. It was as though we knew that once it was out of our hands, it wouldn't be ours anymore."
steve-jobs,page = 4,id = 76," I have a great respect for incremental improvement, and I've done that sort of thing in my life, but I've always been attracted to the more revolutionary changes. I don't know why. Because they're harder. They're much more stressful emotionally. And you usually go through a period where everybody tells you that you've completely failed."
steve-jobs,page = 4,id = 77," I'll always stay connected with Apple. I hope that throughout my life I'll sort of have the thread of my life and the thread of Apple weave in and out of each other, like a tapestry. There may be a few years when I'm not there, but I'll always come back."
steve-jobs,page = 4,id = 78, Sometimes life hits you in the head with a brick. Don't lose faith.
steve-jobs,page = 4,id = 79," We don't get a chance to do that many things, and every one should be really excellent. Because this is our life. Life is brief, and then you die, you know? So this is what we've chosen to do with our life."
steve-jobs,page = 4,id = 80, Woz is living his own life now. He hasn't been around Apple for about five years. But what he did will go down in history.
steve-jobs,page = 4,id = 81," Your work is going to fill a large part of your life, and the only way to be truly satisfied is to do what you believe is great work. And the only way to do great work is to love what you do. If you haven't found it yet, keep looking. Don't settle. As with all matters of the heart, you'll know when you find it."
steve-jobs,page = 4,id = 82, Do you want to spend the rest of your life selling sugared water or do you want a chance to change the world?
steve-jobs,page = 4,id = 83," You know, my main reaction to this money thing is that it's humorous, all the attention to it, because it's hardly the most insightful or valuable thing that's happened to me."
steve-jobs,page = 4,id = 84," I was worth about over a million dollars when I was twenty-three and over ten million dollars when I was twenty-four, and over a hundred million dollars when I was twenty-five and it wasn't that important because I never did it for the money."
steve-jobs,page = 4,id = 85," It's hard to tell with these Internet startups if they're really interested in building companies or if they're just interested in the money. I can tell you, though: If they don't really want to build a company, they won't luck into it. That's because it's so hard that if you don't have a passion, you'll give up."
steve-jobs,page = 4,id = 86," Pretty much, Apple and Dell are the only ones in this industry making money. They make it by being Wal-Mart. We make it by innovation."
steve-jobs,page = 4,id = 87," This revolution, the information revoultion, is a revolution of free energy as well, but of another kind: free intellectual energy. It's very crude today, yet our Macintosh computer takes less power than a 100-watt bulb to run it and it can save you hours a day. What will it be able to do ten or 20 years from now, or 50 years from now?"
steve-jobs,page = 4,id = 88," But Apple really beats to a different drummer. I used to say that Apple should be the Sony of this business, but in reality, I think Apple should be the Apple of this business."
steve-jobs,page = 4,id = 89," Microsoft has had two goals in the last 10 years. One was to copy the Mac, and the other was to copy Lotus' success in the spreadsheet - basically, the applications business. And over the course of the last 10 years, Microsoft accomplished both of those goals. And now they are completely lost."
steve-jobs,page = 4,id = 90," That's been one of my mantras - focus and simplicity. Simple can be harder than complex: You have to work hard to get your thinking clean to make it simple. But it's worth it in the end because once you get there, you can move mountains."
steve-jobs,page = 4,id = 91," We intend to release Leopard at the end of 2006 or early 2007, right around the time when Microsoft is expected to release Longhorn."
steve-jobs,page = 4,id = 92, Design is the fundamental soul of a man-made creation that ends up expressing itself in successive outer layers of the product or service. The iMac is not just the color or translucence or the shape of the shell. The essence of the iMac is to be the finest possible consumer computer in which each element plays together.
steve-jobs,page = 4,id = 93, Things don't have to change the world to be important.
steve-jobs,page = 4,id = 94," I'm sorry, it's true. Having children really changes your view on these things. We're born, we live for a brief instant, and we die. It's been happening for a long time. Technology is not changing it much - if at all."
steve-jobs,page = 4,id = 95, Every once in a while a revolutionary product comes along that changes everything. It's very fortunate if you can work on just one of these in your career.... Apple's been very fortunate in that it's introduced a few of these.
steve-jobs,page = 4,id = 96, It will go down in history as a turning point for the music industry. This is landmark stuff. I can't overestimate it!
steve-jobs,page = 4,id = 97," Our DNA is as a consumer company - for that individual customer who's voting thumbs up or thumbs down. That's who we think about. And we think that our job is to take responsibility for the complete user experience. And if it's not up to par, it's our fault, plain and simply."
steve-jobs,page = 4,id = 98, You've got to start with the customer experience and work back toward the technology - not the other way around.
steve-jobs,page = 4,id = 99, Each year has been so robust with problems and successes and learning experiences and human experienes that a year is a lifetime at Apple. So this has been ten lifetimes.
steve-jobs,page = 5,id = 100," The desktop computer industry is dead. Innovation has virtually ceased. Microsoft dominates with very little innovation. That's over. Apple lost. The desktop market has entered the dark ages, and it's going to be in the dark ages for the next 10 years, or certainly for the rest of this decade."
steve-jobs,page = 5,id = 101," If, for some reason, we make some big mistake and IBM wins, my personal feeling is that we are going to enter a computer Dark Ages for about twenty years."
steve-jobs,page = 5,id = 102, They're babes in the woods. I think I can help turn Alvy and Ed into businessmen.
steve-jobs,page = 5,id = 103, I'm the only person I know that's lost a quarter of a billion dollars in one year.... It's very character-building.
steve-jobs,page = 5,id = 104, I think we're having fun. I think our customers really like our products. And we're always trying to do better.
steve-jobs,page = 5,id = 105, It's more fun to be a pirate than to join the navy.
steve-jobs,page = 5,id = 106," The system is that there is no system. That doesn't mean we don't have process. Apple is a very disciplined company, and we have great processes. But that's not what it's about. Process makes you more efficient."
steve-jobs,page = 5,id = 107," There's no other company that could make a MacBook Air and the reason is that not only do we control the hardware, but we control the operating system. And it is the intimate interaction between the operating system and the hardware that allows us to do that. There is no intimate interaction between Windows and a Dell notebook."
steve-jobs,page = 5,id = 108," So Mac OS X is cross-platform by design, right from the very beginning. So Mac OS X is singing on Intel processors, and I'd just like to show you right now. As a matter of fact... this system I've been using here... Let go have a look... So.. we've been running on an Intel machine all morning."
steve-jobs,page = 5,id = 109," We think Android is very, very fragmented, and becoming more fragmented by the day. And as you know, Apple strives for the integrated model so that the user isn't forced to be the systems integrator."
steve-jobs,page = 5,id = 110," We're going to be able to ask our computers to monitor things for us, and when certain conditions happen, are triggered, the computers will take certain actions and inform us after the fact."
steve-jobs,page = 5,id = 111," We think basically you watch television to turn your brain off, and you work on your computer when you want to turn your brain on."
steve-jobs,page = 5,id = 112," So let's not use a stylus. We're going to use the best pointing device in the world. We're going to use a pointing device that we're all born with - born with ten of them. We're going to use our fingers. We're going to touch this with our fingers. And we have invented a new technology called multi-touch, which is phenomenal. It works like magic."
steve-jobs,page = 5,id = 113," It is piracy, not overt online music stores, which is our main competitor."
steve-jobs,page = 5,id = 114, The subscription model of buying music is bankrupt. I think you could make available the Second Coming in a subscription model and it might not be successful.
steve-jobs,page = 5,id = 115," We're gambling on our vision, and we would rather do that than make me too products. Let some other companies do that. For us, it's always the next dream."
steve-jobs,page = 5,id = 116, We used to dream about this stuff. Now we get to build it. It's pretty great.
steve-jobs,page = 5,id = 117, I feel like somebody just punched me in the stomach and knocked all my wind out. I'm only 30 years old and I want to have a chance to continue creating things. I know I've got at least one more great computer in me. And Apple is not going to give me a chance to do that.
steve-jobs,page = 5,id = 118," For you to sleep well at night, the aesthetic, the quality, has to be carried all the way through."
steve-jobs,page = 5,id = 119," If I knew in 1986 how much it was going to cost to keep Pixar going, I doubt if I would have bought the company."
steve-jobs,page = 5,id = 120," I think it's brought the world a lot closer together, and will continue to do that. There are downsides to everything; there are unintended consequences to everything. The most corrosive piece of technology that I've ever seen is called television - but then, again, television, at its best, is magnificent."
steve-jobs,page = 5,id = 121, I've always wanted to own and control the primary technology in everything we do.
steve-jobs,page = 5,id = 122, I would trade all of my technology for an afternoon with Socrates.
steve-jobs,page = 5,id = 123," My opinion is that the only two computer companies that are software-driven are Apple and NeXT, and I wonder about Apple."
steve-jobs,page = 5,id = 124," The only problem with Microsoft is they just have no taste. They have absolutely no taste. And I don't mean that in a small way, I mean that in a big way, in the sense that they don't think of original ideas, and they don't bring much culture into their products."
steve-jobs,page = 6,id = 125, Everyone here has the sense that right now is one of those moments when we are influencing the future.
steve-jobs,page = 6,id = 126," I think right now it's a battle for the mindshare of developers and for the mindshare of customers, and right now iPhone and Android are winning that battle."
steve-jobs,page = 6,id = 127," The engineering is long gone in most PC companies. In the consumer electronics companies, they don't understand the software parts of it. And so you really can't make the products that you can make at Apple anywhere else right now. Apple's the only company that has everything under one roof."
steve-jobs,page = 6,id = 128, Was George Orwell right about 1984?
steve-jobs,page = 6,id = 129," The HD revolution is over, it happened. HD won. Everybody wants HD."
steve-jobs,page = 6,id = 130," I met Woz when I was 13, at a friend's garage. He was about 18. He was, like, the first person I met who knew more electronics than I did at that point. We became good friends, because we shared an interest in computer and we had a sense of humor. We pulled all kinds of pranks together."
steve-jobs,page = 6,id = 131," It takes these very simple-minded instructions - 'Go fetch a number, add it to this number, put the result there, perceive if it's greater than this other number' - but executes them at a rate of, let's say, 1,000,000 per second. At 1,000,000 per second, the results appear to be magic."
steve-jobs,page = 6,id = 132," The design of the Mac wasn't what it looked like, although that was part of it. Primarily, it was how it worked. To design something really well, you have to get it. You have to really grok what it's all about. It takes a passionate commitment to really thoroughly understand something, chew it up, not just quickly swallow it."
steve-jobs,page = 6,id = 133, The products suck! There's no sex in them anymore!
steve-jobs,page = 6,id = 134," I wish developing great products was as easy as writing a check. If that was the case, Microsoft would have great products."
steve-jobs,page = 6,id = 135," First was the mouse. The second was the click wheel. And now, we're going to bring multi-touch to the market. And each of these revolutionary interfaces has made possible a revolutionary product - the Mac, the iPod and now the iPhone."
steve-jobs,page = 6,id = 136," What we want to do is make a leapfrog product that is way smarter than any mobile device has ever been, and super-easy to use. This is what iPhone is. OK? So, we're going to reinvent the phone."
steve-jobs,page = 6,id = 137," You know, I've got a plan that could rescue Apple. I can't say any more than that it's the perfect product and the perfect strategy for Apple. But nobody there will listen to me."
steve-jobs,page = 6,id = 138, We also know first hand that Flash is the number one reason Macs crash.
steve-jobs,page = 6,id = 139," Computers themselves, and software yet to be developed, will revolutionize the way we learn."
steve-jobs,page = 6,id = 140," This is what customers pay us for - to sweat all these details so it's easy and pleasant for them to use our computers. We're supposed to be really good at this. That doesn't mean we don't listen to customers, but it's hard for them to tell you what they want when they've never seen anything remotely like it."
steve-jobs,page = 6,id = 141, You'll see more and more perfection of that - computer as servant. But the next thing is going to be computer as a guide or agent.
steve-jobs,page = 6,id = 142," iMac is next year's computer for ,299, not last year's computer for 99."
steve-jobs,page = 6,id = 143," Pointing is a metaphor we all know. We've done a lot of studies and tests on that, and it's much faster to do all kinds of functions, such as cutting and pasting, with a mouse, so it's not only easier to use but more efficient."
steve-jobs,page = 6,id = 144," And it comes from saying no to 1,000 things to make sure we don't get on the wrong track or try to do too much. We're always thinking about new markets we could enter, but it's only by saying no that you can concentrate on the things that are really important."
steve-jobs,page = 6,id = 145, Apple's market share is bigger than BMW's or Mercedes's or Porsche's in the automotive market. What's wrong with being BMW or Mercedes?
steve-jobs,page = 6,id = 146," We've demonstrated a strong track record of being very disciplined with the use of our cash. We don't let it burn a hole in our pocket, we don't allow it to motivate us to do stupid acquisitions. And so I think that we'd like to continue to keep our powder dry, because we do feel that there are one or more strategic opportunities in the future."
steve-jobs,page = 6,id = 147," I will spend my last dying breath if I need to, and I will spend every penny of Apple's $40 billion in the bank, to right this wrong. I'm going to destroy Android, because it's a stolen product. I'm willing to go thermonuclear war on this."
steve-jobs,page = 6,id = 148, I believe life is an intelligent thing that things aren't random!
steve-jobs,page = 6,id = 149," I always advice people - Don't wait ! Do something when you are young, when you have no responsibilities. Invest time in yourself to have great Experiences that are going to enrich you, then you can't possibly lose."
steve-jobs,page = 7,id = 150," There is lots of ways to be as a person. And some people express their deep appreciation in different ways. But one of the ways that I believe people express their appreciation to the rest of the humanity is to make something wonderful and put it out there. And you never meet the people, you never shake their hands, you never hear their story or tell yours but somehow in the act of making something with a great deal of care and love something is transmitted there. And it is a way of expressing to the rest of our species our  deep appreciation. So we need to be true to who we are and remember what is really important to us. That is what is going to keep apple... apple... is if we keep us us."
steve-jobs,page = 7,id = 151, There is lots of ways to be as a person. And some people express their deep appreciation in different ways. But one of the ways that I believe people express their appreciation to the rest of the humanity is to make something wonderful and put it out there. 
